"id","type","dataType","group","status","uiName","description","allowedInSegments","replacedBy","calculation","minTemplateIndex","maxTemplateIndex","premiumMinTemplateIndex","premiumMaxTemplateIndex"
"ga:exceptionsPerScreenview","METRIC","PERCENT","Exceptions","PUBLIC","Exceptions / Screen","The number of exceptions thrown divided by the number of screenviews.",NA,NA,"ga:exceptions / ga:screenviews",NA,NA,NA,NA
"ga:fatalExceptions","METRIC","INTEGER","Exceptions","PUBLIC","Crashes","The number of exceptions where isFatal is set to true.",TRUE,NA,NA,NA,NA,NA,NA
"ga:fatalExceptionsPerScreenview","METRIC","PERCENT","Exceptions","PUBLIC","Crashes / Screen","The number of fatal exceptions thrown divided by the number of screenviews.",NA,NA,"ga:fatalExceptions / ga:screenviews",NA,NA,NA,NA
"ga:experimentId","DIMENSION","STRING","Content Experiments","PUBLIC","Experiment ID","The user-scoped id of the content experiment that the user was exposed to when the metrics were reported.",TRUE,NA,NA,NA,NA,NA,NA
"ga:experimentVariant","DIMENSION","STRING","Content Experiments","PUBLIC","Variation","The user-scoped id of the particular variation that the user was exposed to during a content experiment.",TRUE,NA,NA,NA,NA,NA,NA
"ga:dimensionXX","DIMENSION","STRING","Custom Variables or Columns","PUBLIC","Custom Dimension XX","The name of the requested custom dimension, where XX refers the number/index of the custom dimension.",TRUE,NA,NA,1,20,1,200
"ga:customVarNameXX","DIMENSION","STRING","Custom Variables or Columns","PUBLIC","Custom Variable (Key XX)","The name for the requested custom variable.",TRUE,NA,NA,1,5,1,50
"ga:metricXX","METRIC","INTEGER","Custom Variables or Columns","PUBLIC","Custom Metric XX Value","The name of the requested custom metric, where XX refers the number/index of the custom metric. Note that the data type of ga:metricXX can be INTEGER, CURRENCY or TIME.",TRUE,NA,NA,1,20,1,200
"ga:customVarValueXX","DIMENSION","STRING","Custom Variables or Columns","PUBLIC","Custom Variable (Value XX)","The value for the requested custom variable.",TRUE,NA,NA,1,5,1,50
"ga:date","DIMENSION","STRING","Time","PUBLIC","Date","The date of the session formatted as YYYYMMDD.",NA,NA,NA,NA,NA,NA,NA
"ga:year","DIMENSION","STRING","Time","PUBLIC","Year","The year of the session. A four-digit year from 2005 to the current year.",NA,NA,NA,NA,NA,NA,NA
"ga:month","DIMENSION","STRING","Time","PUBLIC","Month of the year","The month of the session. A two digit integer from 01 to 12.",NA,NA,NA,NA,NA,NA,NA
"ga:week","DIMENSION","STRING","Time","PUBLIC","Week of the Year","The week of the session. A two-digit number from 01 to 53. Each week starts on Sunday.",NA,NA,NA,NA,NA,NA,NA
"ga:day","DIMENSION","STRING","Time","PUBLIC","Day of the month","The day of the month. A two-digit number from 01 to 31.",NA,NA,NA,NA,NA,NA,NA
"ga:hour","DIMENSION","STRING","Time","PUBLIC","Hour","A two-digit hour of the day ranging from 00-23 in the timezone configured for the account. This value is also corrected for daylight savings time, adhering to all local rules for daylight savings time. If your timezone follows daylight savings time, there will be an apparent bump in the number of sessions during the change-over hour (e.g. between 1:00 and 2:00) for the day per year when that hour repeats. A corresponding hour with zero sessions will occur at the opposite changeover. (Google Analytics does not track user time more precisely than hours.)",TRUE,NA,NA,NA,NA,NA,NA
"ga:minute","DIMENSION","STRING","Time","PUBLIC","Minute","Returns the minute in the hour. The possible values are between 00 and 59.",TRUE,NA,NA,NA,NA,NA,NA
"ga:nthMonth","DIMENSION","STRING","Time","PUBLIC","Month Index","Index for each month in the specified date range. Index for the first month in the date range is 0, 1 for the second month, and so on. The index corresponds to month entries.",NA,NA,NA,NA,NA,NA,NA
"ga:nthWeek","DIMENSION","STRING","Time","PUBLIC","Week Index","Index for each week in the specified date range. Index for the first week in the date range is 0, 1 for the second week, and so on. The index corresponds to week entries.",NA,NA,NA,NA,NA,NA,NA
"ga:nthDay","DIMENSION","STRING","Time","PUBLIC","Day Index","Index for each day in the specified date range. Index for the first day (i.e., start-date) in the date range is 0, 1 for the second day, and so on.",NA,NA,NA,NA,NA,NA,NA
"ga:nthMinute","DIMENSION","STRING","Time","PUBLIC","Minute Index","Index for each minute in the specified date range. Index for the first minute of first day (i.e., start-date) in the date range is 0, 1 for the next minute, and so on.",NA,NA,NA,NA,NA,NA,NA
"ga:dayOfWeek","DIMENSION","STRING","Time","PUBLIC","Day of Week","The day of the week. A one-digit number from 0 (Sunday) to 6 (Saturday).",NA,NA,NA,NA,NA,NA,NA
"ga:dayOfWeekName","DIMENSION","STRING","Time","PUBLIC","Day of Week Name","The name of the day of the week (in English).",NA,NA,NA,NA,NA,NA,NA
"ga:dateHour","DIMENSION","STRING","Time","PUBLIC","Hour of Day","Combined values of ga:date and ga:hour.",NA,NA,NA,NA,NA,NA,NA
"ga:yearMonth","DIMENSION","STRING","Time","PUBLIC","Month of Year","Combined values of ga:year and ga:month.",NA,NA,NA,NA,NA,NA,NA
"ga:yearWeek","DIMENSION","STRING","Time","PUBLIC","Week of Year","Combined values of ga:year and ga:week.",NA,NA,NA,NA,NA,NA,NA
"ga:isoWeek","DIMENSION","STRING","Time","PUBLIC","ISO Week of the Year","The ISO week number, where each week starts with a Monday. Details: http://en.wikipedia.org/wiki/ISO_week_date. ga:isoWeek should only be used with ga:isoYear since ga:year represents gregorian calendar.",NA,NA,NA,NA,NA,NA,NA
"ga:isoYear","DIMENSION","STRING","Time","PUBLIC","ISO Year","The ISO year of the session. Details: http://en.wikipedia.org/wiki/ISO_week_date. ga:isoYear should only be used with ga:isoWeek since ga:week represents gregorian calendar.",NA,NA,NA,NA,NA,NA,NA
"ga:isoYearIsoWeek","DIMENSION","STRING","Time","PUBLIC","ISO Week of ISO Year","Combined values of ga:isoYear and ga:isoWeek.",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickAd","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Ad (GA Model)","DCM ad name of the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickAdId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Ad ID (GA Model)","DCM ad ID of the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickAdType","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Ad Type (GA Model)","DCM ad type name of the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickAdTypeId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Ad Type ID","DCM ad type ID of the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickAdvertiser","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Advertiser (GA Model)","DCM advertiser name of the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickAdvertiserId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Advertiser ID (GA Model)","DCM advertiser ID of the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickCampaign","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Campaign (GA Model)","DCM campaign name of the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickCampaignId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Campaign ID (GA Model)","DCM campaign ID of the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickCreativeId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Creative ID (GA Model)","DCM creative ID of the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickCreative","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Creative (GA Model)","DCM creative name of the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickRenderingId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Rendering ID (GA Model)","DCM rendering ID of the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickCreativeType","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Creative Type (GA Model)","DCM creative type name of the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickCreativeTypeId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Creative Type ID (GA Model)","DCM creative type ID of the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickCreativeVersion","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Creative Version (GA Model)","DCM creative version of the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickSite","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Site (GA Model)","Site name where the DCM creative was shown and clicked on for the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickSiteId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Site ID (GA Model)","DCM site ID where the DCM creative was shown and clicked on for the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickSitePlacement","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Placement (GA Model)","DCM site placement name of the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickSitePlacementId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Placement ID (GA Model)","DCM site placement ID of the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmClickSpotId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Floodlight Configuration ID (GA Model)","DCM Floodlight configuration ID of the DCM click matching the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmFloodlightActivity","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Activity","DCM Floodlight activity name associated with the floodlight conversion (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmFloodlightActivityAndGroup","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Activity and Group","DCM Floodlight activity name and group name associated with the floodlight conversion (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmFloodlightActivityGroup","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Activity Group","DCM Floodlight activity group name associated with the floodlight conversion (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmFloodlightActivityGroupId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Activity Group ID","DCM Floodlight activity group ID associated with the floodlight conversion (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmFloodlightActivityId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Activity ID","DCM Floodlight activity ID associated with the floodlight conversion (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmFloodlightAdvertiserId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Advertiser ID","DCM Floodlight advertiser ID associated with the floodlight conversion (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmFloodlightSpotId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Floodlight Configuration ID","DCM Floodlight configuration ID associated with the floodlight conversion (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventAd","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Ad","DCM ad name of the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventAdId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Ad ID (DFA Model)","DCM ad ID of the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventAdType","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Ad Type (DFA Model)","DCM ad type name of the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventAdTypeId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Ad Type ID (DFA Model)","DCM ad type ID of the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventAdvertiser","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Advertiser (DFA Model)","DCM advertiser name of the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventAdvertiserId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Advertiser ID (DFA Model)","DCM advertiser ID of the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventAttributionType","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Attribution Type (DFA Model)","There are two possible values: ClickThrough and ViewThrough. If the last DCM event associated with the Google Analytics session was a click, then the value will be ClickThrough. If the last DCM event associated with the Google Analytics session was an ad impression, then the value will be ViewThrough (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventCampaign","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Campaign (DFA Model)","DCM campaign name of the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventCampaignId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Campaign ID (DFA Model)","DCM campaign ID of the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventCreativeId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Creative ID (DFA Model)","DCM creative ID of the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventCreative","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Creative (DFA Model)","DCM creative name of the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventRenderingId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Rendering ID (DFA Model)","DCM rendering ID of the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventCreativeType","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Creative Type (DFA Model)","DCM creative type name of the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventCreativeTypeId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Creative Type ID (DFA Model)","DCM creative type ID of the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventCreativeVersion","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Creative Version (DFA Model)","DCM creative version of the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventSite","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Site (DFA Model)","Site name where the DCM creative was shown and clicked on for the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventSiteId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Site ID (DFA Model)","DCM site ID where the DCM creative was shown and clicked on for the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventSitePlacement","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Placement (DFA Model)","DCM site placement name of the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventSitePlacementId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Placement ID (DFA Model)","DCM site placement ID of the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmLastEventSpotId","DIMENSION","STRING","DoubleClick Campaign Manager","PUBLIC","DFA Floodlight Configuration ID (DFA Model)","DCM Floodlight configuration ID of the last DCM event (impression or click within the DCM lookback window) associated with the Google Analytics session (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmFloodlightQuantity","METRIC","INTEGER","DoubleClick Campaign Manager","PUBLIC","DFA Conversions","The number of DCM Floodlight conversions (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:dcmFloodlightRevenue","METRIC","CURRENCY","DoubleClick Campaign Manager","PUBLIC","DFA Revenue","DCM Floodlight revenue (premium only).",NA,NA,NA,NA,NA,NA,NA
"ga:landingContentGroupXX","DIMENSION","STRING","Content Grouping","PUBLIC","Landing Page Group XX","Content group of a user's landing page.",TRUE,NA,NA,1,5,NA,NA
"ga:previousContentGroupXX","DIMENSION","STRING","Content Grouping","PUBLIC","Previous Page Group XX","Refers to content group that was visited before another content group.",TRUE,NA,NA,1,5,NA,NA
"ga:contentGroupXX","DIMENSION","STRING","Content Grouping","PUBLIC","Page Group XX","Content group on a property. A content group is a collection of content providing a logical structure that can be determined by tracking code or page title/url regex match, or predefined rules.",TRUE,NA,NA,1,5,NA,NA
"ga:nextContentGroupXX","DIMENSION","STRING","Content Grouping","DEPRECATED","Next Page Group XX","This dimension is deprecated and will be removed soon. Please use ga:contentGroupXX instead.",TRUE,NA,NA,1,5,NA,NA
"ga:userAgeBracket","DIMENSION","STRING","Audience","PUBLIC","Age","Age bracket of user.",NA,NA,NA,NA,NA,NA,NA
"ga:visitorAgeBracket","DIMENSION","STRING","Audience","DEPRECATED","Age","Age bracket of user.",NA,"ga:userAgeBracket",NA,NA,NA,NA,NA
"ga:userGender","DIMENSION","STRING","Audience","PUBLIC","Gender","Gender of user.",NA,NA,NA,NA,NA,NA,NA
"ga:visitorGender","DIMENSION","STRING","Audience","DEPRECATED","Gender","Gender of user.",NA,"ga:userGender",NA,NA,NA,NA,NA
"ga:interestOtherCategory","DIMENSION","STRING","Audience","PUBLIC","Other Category","Indicates that users are more likely to be interested in learning about the specified category, and more likely to be ready to purchase.",NA,NA,NA,NA,NA,NA,NA
"ga:interestAffinityCategory","DIMENSION","STRING","Audience","PUBLIC","Affinity Category (reach)","Indicates that users are more likely to be interested in learning about the specified category.",NA,NA,NA,NA,NA,NA,NA
"ga:interestInMarketCategory","DIMENSION","STRING","Audience","PUBLIC","In-Market Segment","Indicates that users are more likely to be ready to purchase products or services in the specified category.",NA,NA,NA,NA,NA,NA,NA
"ga:adsenseRevenue","METRIC","CURRENCY","Adsense","PUBLIC","AdSense Revenue","The total revenue from AdSense ads.",TRUE,NA,NA,NA,NA,NA,NA
"ga:adsenseAdUnitsViewed","METRIC","INTEGER","Adsense","PUBLIC","AdSense Ad Units Viewed","The number of AdSense ad units viewed. An Ad unit is a set of ads displayed as a result of one piece of the AdSense ad code. Details: https://support.google.com/adsense/answer/32715?hl=en",TRUE,NA,NA,NA,NA,NA,NA
"ga:adsenseAdsViewed","METRIC","INTEGER","Adsense","PUBLIC","AdSense Impressions","The number of AdSense ads viewed. Multiple ads can be displayed within an Ad Unit.",TRUE,NA,NA,NA,NA,NA,NA
"ga:adsenseAdsClicks","METRIC","INTEGER","Adsense","PUBLIC","AdSense Ads Clicked","The number of times AdSense ads on your site were clicked.",TRUE,NA,NA,NA,NA,NA,NA
"ga:adsensePageImpressions","METRIC","INTEGER","Adsense","PUBLIC","AdSense Page Impressions","The number of pageviews during which an AdSense ad was displayed. A page impression can have multiple Ad Units.",TRUE,NA,NA,NA,NA,NA,NA
"ga:adsenseCTR","METRIC","PERCENT","Adsense","PUBLIC","AdSense CTR","The percentage of page impressions that resulted in a click on an AdSense ad.",NA,NA,"ga:adsenseAdsClicks/ga:adsensePageImpressions",NA,NA,NA,NA
"ga:adsenseECPM","METRIC","CURRENCY","Adsense","PUBLIC","AdSense eCPM","The estimated cost per thousand page impressions. It is your AdSense Revenue per 1000 page impressions.",NA,NA,"ga:adsenseRevenue/(ga:adsensePageImpressions/1000)",NA,NA,NA,NA
"ga:adsenseExits","METRIC","INTEGER","Adsense","PUBLIC","AdSense Exits","The number of sessions that ended due to a user clicking on an AdSense ad.",TRUE,NA,NA,NA,NA,NA,NA
"ga:adsenseViewableImpressionPercent","METRIC","PERCENT","Adsense","PUBLIC","AdSense Viewable Impression %","The percentage of impressions that were viewable.",NA,NA,NA,NA,NA,NA,NA
"ga:adsenseCoverage","METRIC","PERCENT","Adsense","PUBLIC","AdSense Coverage","The percentage of ad requests that returned at least one ad.",NA,NA,NA,NA,NA,NA,NA
"ga:adxImpressions","METRIC","INTEGER","Ad Exchange","PUBLIC","AdX Impressions","An AdX ad impression is reported whenever an individual ad is displayed on your website. For example, if a page with two ad units is viewed once, we'll display two impressions.",TRUE,NA,NA,NA,NA,NA,NA
"ga:adxCoverage","METRIC","PERCENT","Ad Exchange","PUBLIC","AdX Coverage","Coverage is the percentage of ad requests that returned at least one ad. Generally, coverage can help you identify sites where your AdX account isn't able to provide targeted ads. (Ad Impressions / Total Ad Requests) * 100",NA,NA,NA,NA,NA,NA,NA
"ga:adxMonetizedPageviews","METRIC","INTEGER","Ad Exchange","PUBLIC","AdX Monetized Pageviews","Monetized Pageviews measures the total number of pageviews on your property that were shown with an ad from your linked AdX account. Note - a single page can have multiple ad units.",TRUE,NA,NA,NA,NA,NA,NA
"ga:adxImpressionsPerSession","METRIC","FLOAT","Ad Exchange","PUBLIC","AdX Impressions / Session","The ratio of AdX ad impressions to Analytics sessions (Ad Impressions / Analytics Sessions).",NA,NA,NA,NA,NA,NA,NA
"ga:adxViewableImpressionsPercent","METRIC","PERCENT","Ad Exchange","PUBLIC","AdX Viewable Impressions %","The percentage of ad impressions that were viewable. An impression is considered a viewable impression when it has appeared within a user's browser and had the opportunity to be seen.",NA,NA,NA,NA,NA,NA,NA
"ga:adxClicks","METRIC","INTEGER","Ad Exchange","PUBLIC","AdX Clicks","The number of times AdX ads were clicked on your site.",TRUE,NA,NA,NA,NA,NA,NA
"ga:adxCTR","METRIC","PERCENT","Ad Exchange","PUBLIC","AdX CTR","The percentage of pageviews that resulted in a click on an AdX ad.",NA,NA,NA,NA,NA,NA,NA
"ga:adxRevenue","METRIC","CURRENCY","Ad Exchange","PUBLIC","AdX Revenue","The total estimated revenue from AdX ads.",TRUE,NA,NA,NA,NA,NA,NA
"ga:adxRevenuePer1000Sessions","METRIC","CURRENCY","Ad Exchange","PUBLIC","AdX Revenue / 1000 Sessions","The total estimated revenue from AdX ads per 1000 Analytics sessions. Note that this metric is based on sessions to your site and not ad impressions.",NA,NA,NA,NA,NA,NA,NA
"ga:adxECPM","METRIC","CURRENCY","Ad Exchange","PUBLIC","AdX eCPM","The effective cost per thousand pageviews. It is your AdX Revenue per 1000 pageviews.",NA,NA,NA,NA,NA,NA,NA
"ga:campaignCode","DIMENSION","STRING","Traffic Sources","PUBLIC","Campaign Code","When using manual campaign tracking, the value of the utm_id campaign tracking parameter.",NA,NA,NA,NA,NA,NA,NA
"ga:channelGrouping","DIMENSION","STRING","Channel Grouping","PUBLIC","Default Channel Grouping","The default channel grouping that is shared within the View (Profile).",TRUE,NA,NA,NA,NA,NA,NA
"ga:checkoutOptions","DIMENSION","STRING","Ecommerce","PUBLIC","Checkout Options","User options specified during the checkout process, e.g., FedEx, DHL, UPS for delivery options or Visa, MasterCard, AmEx for payment options. This dimension should be used along with ga:shoppingStage (Enhanced Ecommerce).",TRUE,NA,NA,NA,NA,NA,NA
"ga:cityId","DIMENSION","STRING","Geo Network","PUBLIC","City ID","The city IDs of users, derived from IP addresses or Geographical IDs. The city IDs are the same as the Criteria IDs found at: https://developers.google.com/analytics/devguides/collection/protocol/v1/geoid",FALSE,NA,NA,NA,NA,NA,NA
"ga:correlationModelId","DIMENSION","STRING","Related Products","PUBLIC","Correlation Model ID","Correlation Model ID for related products.",NA,NA,NA,NA,NA,NA,NA
"ga:countryIsoCode","DIMENSION","STRING","Geo Network","PUBLIC","Country ISO Code","The country ISO code of users, derived from IP addresses or Geographical IDs. Values are given as an ISO-3166-1 alpha-2 code.",FALSE,NA,NA,NA,NA,NA,NA
"ga:dataSource","DIMENSION","STRING","Platform or Device","PUBLIC","Data Source","The data source of a hit. By default, hits sent from ga.js and analytics.js are reported as ""web"". Hits sent from the mobile SDKs are reported as ""app"". These values can be overridden in the Measurement Protocol.",TRUE,NA,NA,NA,NA,NA,NA
"ga:internalPromotionCreative","DIMENSION","STRING","Ecommerce","PUBLIC","Internal Promotion Creative","The creative content designed for a promotion (Enhanced Ecommerce).",TRUE,NA,NA,NA,NA,NA,NA
"ga:internalPromotionId","DIMENSION","STRING","Ecommerce","PUBLIC","Internal Promotion ID","The ID of the promotion (Enhanced Ecommerce).",TRUE,NA,NA,NA,NA,NA,NA
"ga:internalPromotionName","DIMENSION","STRING","Ecommerce","PUBLIC","Internal Promotion Name","The name of the promotion (Enhanced Ecommerce).",TRUE,NA,NA,NA,NA,NA,NA
"ga:internalPromotionPosition","DIMENSION","STRING","Ecommerce","PUBLIC","Internal Promotion Position","The position of the promotion on the web page or application screen (Enhanced Ecommerce).",TRUE,NA,NA,NA,NA,NA,NA
"ga:isTrueViewVideoAd","DIMENSION","STRING","Adwords","PUBLIC","TrueView Video Ad","'Yes' or 'No' - Indicates whether the ad is an AdWords TrueView video ad.",NA,NA,NA,NA,NA,NA,NA
"ga:nthHour","DIMENSION","STRING","Time","PUBLIC","Hour Index","Index for each hour in the specified date range. Index for the first hour of first day (i.e., start-date) in the date range is 0, 1 for the next hour, and so on.",NA,NA,NA,NA,NA,NA,NA
"ga:orderCouponCode","DIMENSION","STRING","Ecommerce","PUBLIC","Order Coupon Code","Code for the order-level coupon (Enhanced Ecommerce).",TRUE,NA,NA,NA,NA,NA,NA
"ga:productBrand","DIMENSION","STRING","Ecommerce","PUBLIC","Product Brand","The brand name under which the product is sold (Enhanced Ecommerce).",TRUE,NA,NA,NA,NA,NA,NA
"ga:productCategoryHierarchy","DIMENSION","STRING","Ecommerce","PUBLIC","Product Category (Enhanced Ecommerce)","The hierarchical category in which the product is classified (Enhanced Ecommerce).",TRUE,NA,NA,NA,NA,NA,NA
"ga:productCategoryLevelXX","DIMENSION","STRING","Ecommerce","PUBLIC","Product Category Level XX","Level (1-5) in the product category hierarchy, starting from the top (Enhanced Ecommerce).",TRUE,NA,NA,1,5,NA,NA
"ga:productCouponCode","DIMENSION","STRING","Ecommerce","PUBLIC","Product Coupon Code","Code for the product-level coupon (Enhanced Ecommerce).",TRUE,NA,NA,NA,NA,NA,NA
"ga:productListName","DIMENSION","STRING","Ecommerce","PUBLIC","Product List Name","The name of the product list in which the product appears (Enhanced Ecommerce).",TRUE,NA,NA,NA,NA,NA,NA
"ga:productListPosition","DIMENSION","STRING","Ecommerce","PUBLIC","Product List Position","The position of the product in the product list (Enhanced Ecommerce).",TRUE,NA,NA,NA,NA,NA,NA
